EXISTING_PLACE,EXISTING_ID,GLOB_ID,PREF_LABEL,PREF_LABEL_SOURCE,PREF_LABEL_SOURCE_PAGE,PREF_LABEL_REMARKS,PREF_LABEL_REMARKS_SOURCE,PREF_LABEL_REMARKS_SOURCE_PAGE,LATITUDE,LONGITUDE,COORD_CERTAINTY,COORD_SOURCE,COORD_SOURCE_PAGE,COORD_REMARKS,COORD_REMARKS_SOURCE,COORD_REMARKS_SOURCE_PAGE,CCODES,WHG_ID,GEONAMES_ID,TGN_ID,WIKIDATA_ID,AMH_ID,EXTERNAL_IDS,OVERALL_REMARKS,OVERALL_SOURCE,OVERALL_SOURCE_PAGE,,CHECKED?,TEST_LAT,TEST_LONG,TEST_GN,TEST_WHG,EXTERNAL_ID,TEST_AMH,
Kollam (European settlement) (),GLOB_38_HUM_3,GLOB_38_HUM_3,Kollam (European settlement),,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
Kodamthuruth (village) (),NR_130_HUM_1,NR_130_HUM_1,Kodamthuruth (village),GeoNames (GN),https://www.geonames.org/13353524/kodamthuruth.html,,,,9.80062,76.30153,certain,GeoNames (GN),https://www.geonames.org/13353524/kodamthuruth.html,,,,India,,https://www.geonames.org/13353524/kodamthuruth.html,,,,,,,,,FALSE,,,,,,,
Oetoewejoe (Island) (),NR_81_GEO_1,NR_81_GEO_1,Oetoewejoe (Island),,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
Manakkodam (guardpost) (),GLOB_394_HUM_1,GLOB_394_HUM_1,Manakkodam (guardpost),Wikidata,https://www.wikidata.org/wiki/Q18127759,,,,9.75,76.285,certain,Wikidata,https://www.wikidata.org/wiki/Q18127759,,,,India,,,,https://www.wikidata.org/wiki/Q18127759,,,,,,,FALSE,,,,,,,
Kakkathuruth (),NR_226,NR_226,Kakkathuruth,Wikidata,https://www.wikidata.org/wiki/Q116692963,,,,9.816944,76.325,certain,Wikidata,https://www.wikidata.org/wiki/Q116692963,,,,India,,,,https://www.wikidata.org/wiki/Q116692963,,,[DISAMBIGUATION] Not to be confused with Kakkathiruthy (https://www.wikidata.org/wiki/Q101194898).,,,,FALSE,,,,,,,
Pallipuram (Church) (),NR_18_HUM_1,NR_18_HUM_1,Pallipuram (Church),GeoNames (GN),https://www.geonames.org/1260679/pallippuram.html,,,,10.15082,76.18958,certain,GeoNames (GN),https://www.geonames.org/1260679/pallippuram.html,,,,India,,https://www.geonames.org/1260679/pallippuram.html,,,,,,,,,FALSE,,,,,,,
Pallipuram (temple) (),NR_18_HUM_2,NR_18_HUM_2,Pallipuram (temple),GeoNames (GN),https://www.geonames.org/1260679/pallippuram.html,,,,10.15082,76.18958,certain,GeoNames (GN),https://www.geonames.org/1260679/pallippuram.html,,,,India,,https://www.geonames.org/1260679/pallippuram.html,,,,,,,,,FALSE,,,,,,,
Pattanakkad (Island) (),NR_131_GEO_1,NR_131_GEO_1,Pattanakkad (Island),GeoNames (GN),https://www.geonames.org/11500628/pattanakkad.html,,,,9.7325,76.31758,certain,GeoNames (GN),https://www.geonames.org/11500628/pattanakkad.html,,,,India,,https://www.geonames.org/11500628/pattanakkad.html,,,,,,,,,FALSE,,,,,,,
Cherthala (Temple)  (),NR_133_HUM_1,NR_133_HUM_1,Cherthala (Temple) ,GeoNames (GN),https://www.geonames.org/10792588/cherthala.html,,,,9.68444,76.33558,certain,GeoNames (GN),https://www.geonames.org/10792588/cherthala.html,,,,India,,https://www.geonames.org/10792588/cherthala.html,,,,,,,,,FALSE,,,,,,,
Mattam (Bazaar) (),NR_19_HUM_1,NR_19_HUM_1,Mattam (Bazaar),GeoNames (GN),https://www.geonames.org/11501596/mattam-tekku.html,,,,9.24443,76.51907,certain,GeoNames (GN),https://www.geonames.org/11501596/mattam-tekku.html,,,,India,,https://www.geonames.org/11501596/mattam-tekku.html,,,,,,,,,FALSE,,,,,,,
Varanad Devi Temple (),NR_135_HUM_1,NR_135_HUM_1,Varanad Devi Temple,Wikidata,https://www.wikidata.org/wiki/Q121094494,,,,9.696518,76.361995,certain,Wikidata,https://www.wikidata.org/wiki/Q121094494,,,,India,,,,https://www.wikidata.org/wiki/Q121094494,,,,,,,FALSE,,,,,,,
Vaikam (Temple) (),NR_87_HUM_1,NR_87_HUM_1,Vaikam (Temple),GeoNames (GN),https://www.geonames.org/1253544/vaikam.html,,,,9.74858,76.39637,certain,GeoNames (GN),https://www.geonames.org/1253544/vaikam.html,,,,India,,https://www.geonames.org/1253544/vaikam.html,,,,,,,,,FALSE,,,,,,,
Thanneermukkom (Temple) (),NR_91_HUM_1,NR_91_HUM_1,Thanneermukkom (Temple),GeoNames (GN),https://www.geonames.org/7303235/thanneermukkom.html,,,,9.66337,76.38073,certain,GeoNames (GN),https://www.geonames.org/7303235/thanneermukkom.html,,,,India,,https://www.geonames.org/7303235/thanneermukkom.html,,,,,,,,,FALSE,,,,,,,
Munro Island (),NR_230,NR_230,Munro Island,GeoNames (GN),https://www.geonames.org/11500769/munro-island.html,,,,9.61851,76.38497,certain,GeoNames (GN),https://www.geonames.org/11500769/munro-island.html,,,,India,,https://www.geonames.org/11500769/munro-island.html,,,,,,,,,FALSE,,,,,,,
Perunturuttu (Bazaar) (),NR_89_HUM_1,NR_89_HUM_1,Perunturuttu (Bazaar),GeoNames (GN),https://www.geonames.org/11500782/perunturuttu.html,,,,9.58261,76.36343,uncertain,GeoNames (GN),https://www.geonames.org/11500782/perunturuttu.html,,,,India,,https://www.geonames.org/11500782/perunturuttu.html,,,,,,,,,FALSE,,,,,,,
Aryad (Tolhuys) (),NR_94_HUM_1,NR_94_HUM_1,Aryad (Tolhuys),Wikidata,https://www.wikidata.org/wiki/Q13110270,,,,9.525419,76.35435,certain,Wikidata,https://www.wikidata.org/wiki/Q13110270,,,,India,,,,https://www.wikidata.org/wiki/Q13110270,,,,,,,FALSE,,,,,,,
Aryad (Village) (),NR_94_HUM_2,NR_94_HUM_2,Aryad (Village),Wikidata,https://www.wikidata.org/wiki/Q13110270,,,,9.525419,76.35435,certain,Wikidata,https://www.wikidata.org/wiki/Q13110270,,,,India,,,,https://www.wikidata.org/wiki/Q13110270,,,,,,,FALSE,,,,,,,
Pallathuruthy (Island) (),NR_97_GEO_1,NR_97_GEO_1,Pallathuruthy (Island),Wikidata,https://www.wikidata.org/wiki/Q7127764,,,,9.4598,76.3697,certain,Wikidata,https://www.wikidata.org/wiki/Q7127764,,,,India,,,,https://www.wikidata.org/wiki/Q7127764,,,,,,,FALSE,,,,,,,
Kattur (Church) (),NR_47_HUM_1,NR_47_HUM_1,Kattur (Church),GeoNames (GN),https://www.geonames.org/11500789/kattur.html,,,,9.5705,76.31486,certain,GeoNames (GN),https://www.geonames.org/11500789/kattur.html,,,,India,,https://www.geonames.org/11500789/kattur.html,,https://www.wikidata.org/wiki/Q6378354,,,,,,,FALSE,,,,,,,
Alappuzha (Alepe|Alepee|Aleppe|Allepe|Alleppe|Alleppey|Ambalapuzha),GLOB_521,GLOB_521_HUM_1,Alappuzha (Fort),,,,,,,,,,,,,,,,,,,,,,,,,FALSE,9.493297,76.32901,https://geonames.org/1278985,,,amh_594p,
Pallathuruthy (Temple) (),NR_97_HUM_1,NR_97_HUM_1,Pallathuruthy (Temple),Wikidata,https://www.wikidata.org/wiki/Q7127764,,,,9.4598,76.3697,certain,Wikidata,https://www.wikidata.org/wiki/Q7127764,,,,India,,,,https://www.wikidata.org/wiki/Q7127764,,,,,,,FALSE,,,,,,,
Thumpoly (Church) (),NR_96_HUM_1,NR_96_HUM_1,Thumpoly (Church),Wikidata,https://www.wikidata.org/wiki/Q7798865,,,,9.566667,76.333333,certain,Wikidata,https://www.wikidata.org/wiki/Q7798865,,,,India,,,,https://www.wikidata.org/wiki/Q7798865,,,,,,,FALSE,,,,,,,
Ambalapuzha (Fortress) (),NR_101_HUM_1,NR_101_HUM_1,Ambalapuzha (Fortress),GeoNames (GN),https://www.geonames.org/1278858/ambalapuzha.html,,,,9.38462,76.35507,certain,GeoNames (GN),https://www.geonames.org/1278858/ambalapuzha.html,,,,India,,https://www.geonames.org/1278858/ambalapuzha.html,,,,,,,,,FALSE,,,,,,,
Karumady (Temple) (),NR_141_HUM_1,NR_141_HUM_1,Karumady (Temple),Wikidata,https://www.wikidata.org/wiki/Q6373630,,,,9.366667,76.383333,certain,Wikidata,https://www.wikidata.org/wiki/Q6373630,,,,India,,,,https://www.wikidata.org/wiki/Q6373630,,,,,,,FALSE,,,,,,,
Punnapra (Temple) (),NR_100_HUM_1,NR_100_HUM_1,Punnapra (Temple),GeoNames (GN),https://www.geonames.org/1259217/punnapra.html,,,,9.43333,76.35,certain,GeoNames (GN),https://www.geonames.org/1259217/punnapra.html,,,,India,,https://www.geonames.org/1259217/punnapra.html,,,,,,,,,FALSE,,,,,,,Checked
Mahe (settlement) (),GLOB2_1274_HUM_1,GLOB2_1274_HUM_1,Mahe (Settlement),,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,
,,NR_231,William (Fort),Wikidata,https://www.wikidata.org/wiki/Q17070204,,,,10.525,76.0422,certain,Wikidata,https://www.wikidata.org/wiki/Q17070204,,,,India,,,,https://www.wikidata.org/wiki/Q17070204,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,NR_77_HUM_1,Palluruthy (Church),,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,NR_232,Dai Katitjeri,"NL-HaNA_4.VEL_883 Particuliere Kaart van Een Gedeelte van de Mallabaar, of de Strekking de Riviers van Chettua Tot Coilang.",,,,,10.65438,76.04209,uncertain,GeoNames (GN),https://www.geonames.org/11462903/vaduthala.html,The coordinates of Vaduthala have been used because the map in question indicates that the place was on the island of Vaduthala (Bardella). ,,,India,,,,,,,"According to the map, this place is located on the island of Bardella (Vaduthala). ","""NL-HaNA_4.VEL_883 Particuliere Kaart van Een Gedeelte van de Mallabaar, of de Strekking de Riviers van Chettua Tot Coilang.""",,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,GLOB_200_HUM_2,Pirakkad (Bazaar),NL-HaNA_4.VEL_882.1 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.1 Blad 1.,,The reference to the bazaar comes from the map. ,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,NR_233,"Our Lady of Health, Saude (Church)","P. M Jussay, The Jews of Kerala (University of Calicut:2005) https://www.google.nl/books/edition/The_Jews_of_Kerala/a7ZtAAAAMAAJ?hl=en&gbpv=1&bsq=our+lady+of+health+saude+Cochin+church&dq=our+lady+of+health+saude+Cochin+church&printsec=frontcover",58,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,NR_70_HUM_1,Elamkunnapuzha Subramanya Swamy (Temple),Wikidata,https://www.wikidata.org/wiki/Q123458997,,,,10.030861,76.228694,certain,Wikidata,https://www.wikidata.org/wiki/Q123458997,,,,India,,,,https://www.wikidata.org/wiki/Q123458997,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,NR_234,Angamali,GeoNames (GN),https://www.geonames.org/1278602/angamali.html,,,,10.19055,76.38789,certain,GeoNames (GN),https://www.geonames.org/1278602/angamali.html,,,,India,,https://www.geonames.org/1278602/angamali.html,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,GLOB2_1628_HUM_1,Tanur (Kingdom),"Adoor K.K.Ramachandran Nair, Kerala State Gazetteer, Volume 2, Part 2 (State Editors, Kerala Gazetteer: 1999). https://books.google.co.uk/books?id=tTZuAAAAMAAJ&q=tanur+kerala+kingdom&dq=tanur+kerala+kingdom&hl=en&newbks=1&newbks_redir=0&sa=X&ved=2ahUKEwiW78Om7paQAxVyWEEAHfOJOo04ChDoAXoECAsQAw",197,,,,10.98317,75.869,uncertain,GeoNames (GN),https://www.geonames.org/1254952/tanniyurnagaram.html,The kingdom Tanur has been given the coordinates of the modern day place Tanur. ,,,India,,https://www.geonames.org/1254952/tanniyurnagaram.html,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,NR_235,Tiruvalla,GeoNames (GN),https://www.geonames.org/1254335/tiruvalla.html,,,,9.3816,76.57489,certain,GeoNames (GN),https://www.geonames.org/1254335/tiruvalla.html,,,,India,,https://www.geonames.org/1254335/tiruvalla.html,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,NR_236,Vizhinjam,GeoNames (GN),https://www.geonames.org/7303895/vizhinjam.html,,,,8.38284,76.98893,certain,GeoNames (GN),https://www.geonames.org/7303895/vizhinjam.html,,,,India,,https://www.geonames.org/7303895/vizhinjam.html,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,NR_237,"Madre de Deus, Vettukad (Church)",Wikidata,https://www.wikidata.org/wiki/Q16137711,,,,"8.49418, 76.90021",76.90021,certain,Wikidata,https://www.wikidata.org/wiki/Q16137711,,,,India,,,,https://www.wikidata.org/wiki/Q16137711,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,NR_238,"St. Mary's Syro Malabar Church, Koratty",Wikidata,https://www.wikidata.org/wiki/Q6431444,,,,10.265226,76.346026,certain,Wikidata,https://www.wikidata.org/wiki/Q6431444,,,,India,,,,https://www.wikidata.org/wiki/Q6431444,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,NR_239,Malayattoor,Wikidata,https://www.wikidata.org/wiki/Q6741656,,,,10.2,76.5333,certain,Wikidata,https://www.wikidata.org/wiki/Q6741656,,,,India,,,,https://www.wikidata.org/wiki/Q6741656,,,"een land in het geborgte toebehorende Parra Allidam, alwaar
2. vermaarde Christen kerken zijn, en die Iaarlijx door een on„
noemlijk getal Christenen bezogt worden, die sekere beloften
gedaan hebben;",,https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_2601_0412?query[fullText]=Castella&query[terms][invNr][]=2601&lastSearchResult=urn%3Aglobalise%3ANL-HaNA_1.04.02_2601_0394,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,GLOB_26_HUM_2,Kayamkulam (kingdom),GeoNames (GN),https://geonames.org/1267360,This PrefLabel is based on the PrefLabel used for the present-day place Kayamkulam. ,,,9.17167,76.500535,uncertain,GeoNames (GN),https://geonames.org/1267360,These coordinates are based on the PrefLabel used for the present-day place Kayamkulam. ,,,India,,https://geonames.org/1267360,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,NR_240,Castella,NL-HaNA_4.VEL_882.2 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.2 Blad 2.,,,,,,,,,,,,,,,,,,,,"According to the Malabar Glossary, a place 2 miles from Cochim on the river, where a dilapidated fort stands, where the East India Company previously had a garrison which was withdrawn by Commissioner Swaardecroon; the redoubt is almost in ruins.""

",,https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_2601_0394?query[fullText]=Castella&query[terms][invNr][]=2601,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Chetwayi (Chettoa|Chettua|Chettuvay|Chettuwa|Chetua|Chetwai|Chittua|Citua|Katua|Kettoa|Chetway|Chettuo),GLOB_710,,,,,,,,,,,,,,,,,,,,,,,"een plaats 8 mijlen benoorden Cranganoor en 6 mijlen besuijden
Pananij, in het land van Paijencherij nairo; alwaar de
EComp: een sterke fortresse heeft aanstrand aande mond
van een revier, die haren oorsprong heeft uijt het
gebergte van Tritsjoer, somtijds van hoop verandert en dan
eens bezuijden, dan eens benoorden defortresse doorbreekt,
dese plaats is berugt geworden door het verradelijk toeleg van
den sammorijn in anno 1714. die gebelgt zijnde, dat de hollandse
Comp: een vesting wilde bouwen soo naa by en genoegsaam
in't midden van zijne landen, Deselve overrompelt en
geslegt heeft, het welk gelegentheijt gegeven tot een swaren
oorlog die in anno 1717. geEijndigt is, met het verlies van
alle zijne landen aan dese kant de revier Drie bekeroms
die tussen de EEcomp: inden koning van Cochim verwelt
zijn.",,https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_2601_0398?query[fullText]=Castella&query[terms][invNr][]=2601&lastSearchResult=urn%3Aglobalise%3ANL-HaNA_1.04.02_2601_0394,,FALSE,10.580803,76.018939,https://geonames.org/1274468,,,amh_597p,
Colachel (Colleetche|Colletje|Kolach|Kolachol|Colleetsje),GLOB_273,,,,,,,,,,,,,,,,,,,,,,,"een weefrijke plaats legt 3 mijlen van Tengapatnam de E: Comp:
heeft hier in anno 1741. een Lagger gebouwt in't gesigt vanden
vijande, die ons verscheijdene malen geattaqueert, dog telkens
met groot verlies terug geslagen is, Deselve is in het selve
Jaar na een beleg van 4. maanden wederom in 's vijands
handen vervallen, door dien een schielijke brand het guar-
nisoen naadsaakte om zig over te gaan en door denselven
geraseert geworden;",,https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_2601_0404?query[fullText]=Castella&query[terms][invNr][]=2601&lastSearchResult=urn%3Aglobalise%3ANL-HaNA_1.04.02_2601_0394,,FALSE,8.17938,77.25818,https://geonames.org/1266322,,,,
Enamākkal (Enamakkal|Inemaka|Inemake|Innemaka),GLOB_326,,,,,,,,,,,,,,,,,,,,,,,"een stuk land in de voorigen oorlog den Sammorijn
afgenomen, en door den Edelen agtb: heer Backer aan
den koning van Cochim overgegeven, het selve legt tussen
de landen van Aijroer en Paijencherij, Nairo aande
overzijde van de revier en heeft een Pagger genaamt
Dictoria door de Nederlanders gebouwt, dog van den
Commandeur Hertenberg verlaten, en sedert door de
Cochinese naijros bewaart",,https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_2601_0410?query[fullText]=Castella&query[terms][invNr][]=2601&lastSearchResult=urn%3Aglobalise%3ANL-HaNA_1.04.02_2601_0394,,FALSE,10.51149,76.09365,https://geonames.org/11462979,,,,
Malabar Coast (cust van Malabar|Custe Malabar|custe van Malabar|kust van Malabar|Malabaar|Malabar|Mallabaar),GLOB_405,,,,,,,,,,,,,,,,,,,,,,,"Malabaar begint vande Caas Commorijn en eijndigt aande uijt hoek van
montedelij, alwaar de revier Niliseram de scheijding maakt,
hetselve is verdeelt in verscheijdene rijken en Landen door
Cheramperoemaal, die deselve aan zijne Erfgenamen en
vrienden heeft gegeven, de 4. hoofd koning rijken zijn Cochim,
Sammorijn, Colastrij en Trevancoor, vervolgens nog Eenige
mindere koning rijken als Repolim, Porca, Teclencoer,
Coilan, Calicoilan, Bonkencoer, arangolla, Bettette;
daar sijn Egter buijten dier nog veele andere koningen,
als Cranganoor, arroen, mangattij, Paroe etc=a.",,https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_2601_0412?query[fullText]=Castella&query[terms][invNr][]=2601&lastSearchResult=urn%3Aglobalise%3ANL-HaNA_1.04.02_2601_0394,,FALSE,10.208811,76.155349,https://geonames.org/1264188,,,,
Mangalore (Mangalor|Mangalur),GLOB2_1528,,,,,,,,,,,,,,,,,,,,,,,Een haven...,,https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_2601_0412?query[fullText]=Castella&query[terms][invNr][]=2601&lastSearchResult=urn%3Aglobalise%3ANL-HaNA_1.04.02_2601_0394,,FALSE,12.84883,74.83865,https://geonames.org/1263780,,,amh_716p,
Ezhimala (Cabo de Monte Daly|Erhimala),GLOB_340,,,,,,,,,,,,,,,,,,,,,,,"Monte Delij een Caab 9 mijlen van Camanoor, in het Rijk
van Colastrij.",,https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_2601_0417?query[fullText]=Castella&query[terms][invNr][]=2601,,FALSE,12.02683,75.20432,https://geonames.org/1273290,,,,
,,GLOB_200_HUM_3,Pirakkad (Kingdom),,,,,,,,,,,,,,,,,,,,,"Een rijkje gelegen tussen de landen van Cochim, Repolim, Calicoijlan, en de Martha zijnde een van de vier rijks stenden van Cochin, de koning is van een hoog Bramines geslagt, en Chodircoer, het land word seer wel geregeert, en is uijt dien hoodfe al vrij magtig, hebbende 5000: nairos, de E. Comp: heeft hier een steene logie in anno 1737 gebouwt. ",,https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_2601_0426?query[fullText]=Castella&query[terms][invNr][]=2601,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,NR_241,Panayakulangara ,,,The place name does not seem to be in use at present but Google Maps indicates the presence of a temple in the area indicated in the map and temple is named 'Panayakulangara Temple.' ,,,10.580803,76.018939,certain,GeoNames (GN),https://geonames.org/1274468,Panayakulangara is in the present day Chetwayi. ,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,NR_84_HUM_1,Thrikkunnapuzha (Temple),,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,NR_110_HUM_1,Clappana,GeoNames (GN),https://www.geonames.org/11184895/clappana.html,,,,,,,,https://www.geonames.org/11184895/clappana.html,,,,,,https://www.geonames.org/11184895/clappana.html,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,NR_242,Kanjiramattom Temple,Wikidata,https://www.wikidata.org/wiki/Q6363465,The creators have not be able to identify the temple in question but have been able to establish that the said temple is in Kanjiramattom. The PrefLabel for the temple consequently draws on this place name. ,,,9.8643,9.8643,certain,Wikidata,https://www.wikidata.org/wiki/Q6363465,,,,,,,,https://www.wikidata.org/wiki/Q6363465,,,The creators have not be able to identify the temple in question but have been able to establish that the said temple is in Kanjiramattom. ,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,GLOB_43_HUM_3,Kodungallur (Fort),"V.T. Induchudan, The Golden Tower: A Historical Study of the Tirukkulasekharapuram and Other Temples (Cochin Devasom Board, 1971)",98,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,NR_243,T Muskieten Eyland,NL-HaNA_4.VEL_882.2 Particuliere Kaart van Een Gedeelte Der Kuste Malabaar of de Strekking Der Riviere van Chettua Tot Coijlang. 882.2 Blad 2.,,,,,,,,,,The place is located in close proximity of the Cranganoor Fort. ,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,NR_244,Kalvetti,"H.K. s' Jacob, De Nederlanders in Kerala 1663-1701 ('s Gravenhage: Martinus Nijhoff, 1974)",61 (footnote),,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
